ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,remarks,evtitle,evtype,dept,submittedby,galleryname,evdate,oldcode
798,2,2012-08-01 10:14:13,2012-08-01 02:14:13,"[submittedby]PAO
[oldcode]STU-EXH3-XXX-SM
[galleryname]a2-410
[evtype]Photo
[evtype]Students
[evtype]Activities
[evdate]1996-02-12
[evtitle]Photo Festival '96
",Photo Festival '96,,publish,open,open,,a2-410,,,2012-08-01 10:14:13,2012-08-01 02:14:13,,0,http://digitalimages.ust.hk/gallery2/?p=798,0,post,,0,,Photo Festival '96,Activities,,PAO,a2-410,1996-02-12,STU-EXH3-XXX-SM
799,2,2012-08-01 10:14:15,2012-08-01 02:14:15,"[submittedby]PAO
[oldcode]STU-PG_RD-XXX-SM
[galleryname]a2-413
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1998-10-10
[evtitle]1st ACM HK PG Research Day
",1st ACM HK PG Research Day,,publish,open,open,,a2-413,,,2012-08-01 10:14:15,2012-08-01 02:14:15,,0,http://digitalimages.ust.hk/gallery2/?p=799,0,post,,0,,1st ACM HK PG Research Day,Activities,,PAO,a2-413,1998-10-10,STU-PG_RD-XXX-SM
800,2,2012-08-01 10:14:23,2012-08-01 02:14:23,"[submittedby]PAO
[oldcode]STU-GIG-XXX-SM
[galleryname]a2-415
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1997-10-17
[evtitle]Get in Gear
",Get in Gear,,publish,open,open,,a2-415,,,2012-08-01 10:14:23,2012-08-01 02:14:23,,0,http://digitalimages.ust.hk/gallery2/?p=800,0,post,,0,,Get in Gear,Activities,,PAO,a2-415,1997-10-17,STU-GIG-XXX-SM
801,2,2012-08-01 10:14:27,2012-08-01 02:14:27,"[submittedby]PAO
[oldcode]STU-GIG-GD-XXX-SM
[galleryname]a2-416
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1997-11-29
[evtitle]Get in Gear (Graduation Dinner)
",Get in Gear (Graduation Dinner),,publish,open,open,,a2-416,,,2012-08-01 10:14:27,2012-08-01 02:14:27,,0,http://digitalimages.ust.hk/gallery2/?p=801,0,post,,0,,Get in Gear (Graduation Dinner),Activities,,PAO,a2-416,1997-11-29,STU-GIG-GD-XXX-SM
802,2,2012-08-01 10:14:36,2012-08-01 02:14:36,"[submittedby]PAO
[oldcode]STU-ID-XXX-SM
[galleryname]a2-417
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1998-04-29
[evtitle]International Day '98
",International Day '98,,publish,open,open,,a2-417,,,2012-08-01 10:14:36,2012-08-01 02:14:36,,0,http://digitalimages.ust.hk/gallery2/?p=802,0,post,,0,,International Day '98,Activities,,PAO,a2-417,1998-04-29,STU-ID-XXX-SM
803,2,2012-08-01 10:14:45,2012-08-01 02:14:45,"[submittedby]PAO
[oldcode]STU-ID_99-XXX-SM
[galleryname]a2-418
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1999-04-21
[evtitle]International Day '99
",International Day '99,,publish,open,open,,a2-418,,,2012-08-01 10:14:45,2012-08-01 02:14:45,,0,http://digitalimages.ust.hk/gallery2/?p=803,0,post,,0,,International Day '99,Activities,,PAO,a2-418,1999-04-21,STU-ID_99-XXX-SM
804,2,2012-08-01 10:14:49,2012-08-01 02:14:49,"[submittedby]PAO
[oldcode]STU-IF-XXX-SM
[galleryname]a2-419
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1997-11-21
[evtitle]International Fair (Foreign Exchange Student Q&amp;A)
",International Fair (Foreign Exchange Student Q&amp;A),,publish,open,open,,a2-419,,,2012-08-01 10:14:49,2012-08-01 02:14:49,,0,http://digitalimages.ust.hk/gallery2/?p=804,0,post,,0,,International Fair (Foreign Exchange Student Q&amp;A),Activities,,PAO,a2-419,1997-11-21,STU-IF-XXX-SM
805,2,2012-08-01 10:14:51,2012-08-01 02:14:51,"[submittedby]PAO
[oldcode]STU-FIT-XXX-SM
[galleryname]a2-420
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1995-08-10
[evtitle]Physical Fitness Assessment Programme by SAO
",Physical Fitness Assessment Programme by SAO,,publish,open,open,,a2-420,,,2012-08-01 10:14:51,2012-08-01 02:14:51,,0,http://digitalimages.ust.hk/gallery2/?p=805,0,post,,0,,Physical Fitness Assessment Programme by SAO,Activities,,PAO,a2-420,1995-08-10,STU-FIT-XXX-SM
806,2,2012-08-01 10:14:53,2012-08-01 02:14:53,"[submittedby]PAO
[oldcode]STU-PRO-FIT-XXX-SM
[galleryname]a2-425
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1996-08-20
[evtitle]Physical Fitness Assessment '96
",Physical Fitness Assessment '96,,publish,open,open,,a2-425,,,2012-08-01 10:14:53,2012-08-01 02:14:53,,0,http://digitalimages.ust.hk/gallery2/?p=806,0,post,,0,,Physical Fitness Assessment '96,Activities,,PAO,a2-425,1996-08-20,STU-PRO-FIT-XXX-SM
807,2,2012-08-01 10:14:56,2012-08-01 02:14:56,"[submittedby]PAO
[oldcode]STU-P_FIT-97_X-SM
[galleryname]a2-426
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1997-04-11
[evtitle]Physical Fitness Assessment '97
",Physical Fitness Assessment '97,,publish,open,open,,a2-426,,,2012-08-01 10:14:56,2012-08-01 02:14:56,,0,http://digitalimages.ust.hk/gallery2/?p=807,0,post,,0,,Physical Fitness Assessment '97,Activities,,PAO,a2-426,1997-04-11,STU-P_FIT-97_X-SM
808,2,2012-08-01 10:14:58,2012-08-01 02:14:58,"[submittedby]PAO
[oldcode]STU-PHY2-XXX-SM
[galleryname]a2-430
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1995-08-01
[evtitle]Physics Summer live-in programme
",Physics Summer live-in programme,,publish,open,open,,a2-430,,,2012-08-01 10:14:58,2012-08-01 02:14:58,,0,http://digitalimages.ust.hk/gallery2/?p=808,0,post,,0,,Physics Summer live-in programme,Activities,,PAO,a2-430,1995-08-01,STU-PHY2-XXX-SM
809,2,2012-08-01 10:15:33,2012-08-01 02:15:33,"[submittedby]PAO
[oldcode]STU-PG_CM-XXX-SM
[galleryname]a2-435
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1998-08-03
[evtitle]Postgraduate Students from Chinese Mainland
",Postgraduate Students from Chinese Mainland,,publish,open,open,,a2-435,,,2012-08-01 10:15:33,2012-08-01 02:15:33,,0,http://digitalimages.ust.hk/gallery2/?p=809,0,post,,0,,Postgraduate Students from Chinese Mainland,Activities,,PAO,a2-435,1998-08-03,STU-PG_CM-XXX-SM
810,2,2012-08-01 10:15:36,2012-08-01 02:15:36,"[submittedby]PAO
[oldcode]STU-SBM-XXX-SM
[galleryname]a2-440
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1995-07-16
[evtitle]SBM Summer Live-in Programme
",SBM Summer Live-in Programme,,publish,open,open,,a2-440,,,2012-08-01 10:15:36,2012-08-01 02:15:36,,0,http://digitalimages.ust.hk/gallery2/?p=810,0,post,,0,,SBM Summer Live-in Programme,Activities,,PAO,a2-440,1995-07-16,STU-SBM-XXX-SM
811,2,2012-08-01 10:15:43,2012-08-01 02:15:43,"[submittedby]PAO
[oldcode]STU-UG_CM-XXX-SM
[galleryname]a2-443
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1999-03-10
[evtitle]Undergraduate Students from Chinese Mainland
",Undergraduate Students from Chinese Mainland,,publish,open,open,,a2-443,,,2012-08-01 10:15:43,2012-08-01 02:15:43,,0,http://digitalimages.ust.hk/gallery2/?p=811,0,post,,0,,Undergraduate Students from Chinese Mainland,Activities,,PAO,a2-443,1999-03-10,STU-UG_CM-XXX-SM
812,2,2012-08-01 10:15:44,2012-08-01 02:15:44,"[submittedby]PAO
[oldcode]STU-SBS-XXX-SM
[galleryname]a2-445
[evtype]Programme
[evtype]Students
[evtype]Activities
[evdate]1998-07-02
[evtitle]UST Student Working for SBS
",UST Student Working for SBS,,publish,open,open,,a2-445,,,2012-08-01 10:15:44,2012-08-01 02:15:44,,0,http://digitalimages.ust.hk/gallery2/?p=812,0,post,,0,,UST Student Working for SBS,Activities,,PAO,a2-445,1998-07-02,STU-SBS-XXX-SM
813,2,2012-08-01 10:15:46,2012-08-01 02:15:46,"[submittedby]PAO
[oldcode]STU-REF-XXX-SM
[galleryname]a2-450
[evtype]Referendum
[evtype]Students
[evtype]Activities
[evdate]1996-05-03
[evtitle]Student Referendum on Provisional Legislative
",Student Referendum on Provisional Legislative,,publish,open,open,,a2-450,,,2012-08-01 10:15:46,2012-08-01 02:15:46,,0,http://digitalimages.ust.hk/gallery2/?p=813,0,post,,0,,Student Referendum on Provisional Legislative,Activities,,PAO,a2-450,1996-05-03,STU-REF-XXX-SM
814,2,2012-08-01 10:15:49,2012-08-01 02:15:49,"[submittedby]PAO
[oldcode]STU-REG-XXX-SM
[galleryname]a2-460
[evtype]Registration
[evtype]Students
[evtype]Activities
[evdate]1993-07-30
[evtitle]Registration of Freshman
",Registration of Freshman,,publish,open,open,,a2-460,,,2012-08-01 10:15:49,2012-08-01 02:15:49,,0,http://digitalimages.ust.hk/gallery2/?p=814,0,post,,0,,Registration of Freshman,Activities,,PAO,a2-460,1993-07-30,STU-REG-XXX-SM
815,2,2012-08-01 10:15:52,2012-08-01 02:15:52,"[submittedby]PAO
[oldcode]STU-PR95-XXX-SM
[galleryname]a2-470
[evtype]Registration
[evtype]Students
[evtype]Activities
[evdate]1995-08-10
[evtitle]Registration of Freshman '95
",Registration of Freshman '95,,publish,open,open,,a2-470,,,2012-08-01 10:15:52,2012-08-01 02:15:52,,0,http://digitalimages.ust.hk/gallery2/?p=815,0,post,,0,,Registration of Freshman '95,Activities,,PAO,a2-470,1995-08-10,STU-PR95-XXX-SM
816,2,2012-08-01 10:15:54,2012-08-01 02:15:54,"[submittedby]PAO
[oldcode]STU-REG-XXX-SM
[galleryname]a2-475
[evtype]Registration
[evtype]Students
[evtype]Activities
[evdate]1996-08-20
[evtitle]Student Registration '96
",Student Registration '96,,publish,open,open,,a2-475,,,2012-08-01 10:15:54,2012-08-01 02:15:54,,0,http://digitalimages.ust.hk/gallery2/?p=816,0,post,,0,,Student Registration '96,Activities,,PAO,a2-475,1996-08-20,STU-REG-XXX-SM
817,2,2012-08-01 10:15:57,2012-08-01 02:15:57,"[submittedby]PAO
[oldcode]STU-DRA6-XXX-SM
[galleryname]a2-480
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evdate]1996-02-23
[evtitle]Drama Society Preview
",Drama Society Preview,,publish,open,open,,a2-480,,,2012-08-01 10:15:57,2012-08-01 02:15:57,,0,http://digitalimages.ust.hk/gallery2/?p=817,0,post,,0,,Drama Society Preview,Activities,,PAO,a2-480,1996-02-23,STU-DRA6-XXX-SM
818,1,2012-09-10 18:01:27,2012-09-10 10:01:27,"[evdate]Date unknown
[submittedby]PAO
[oldcode]STU-SSSS-XXX-SM
[galleryname]a2-483
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evtitle]Student Social Service Society
",Student Social Service Society,,publish,open,open,,a2-483,,,2012-09-10 18:08:00,2012-09-10 10:08:00,,0,http://digitalimages.ust.hk/gallery2/?p=818,0,post,,0,,Student Social Service Society,Activities,,PAO,a2-483,Date unknown,STU-SSSS-XXX-SM
819,2,2012-08-01 10:16:02,2012-08-01 02:16:02,"[submittedby]PAO
[oldcode]STU-ELE-XXX-SM
[galleryname]a2-485
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evdate]1997-02-13
[evtitle]Student Society Election
",Student Society Election,,publish,open,open,,a2-485,,,2012-08-01 10:16:02,2012-08-01 02:16:02,,0,http://digitalimages.ust.hk/gallery2/?p=819,0,post,,0,,Student Society Election,Activities,,PAO,a2-485,1997-02-13,STU-ELE-XXX-SM
820,2,2012-08-01 10:16:03,2012-08-01 02:16:03,"[submittedby]PAO
[oldcode]STU-EEE-XXX-SM
[galleryname]a2-490
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evdate]1994-08-18
[evtitle]Mass Games by EEE Society
",Mass Games by EEE Society,,publish,open,open,,a2-490,,,2012-08-01 10:16:03,2012-08-01 02:16:03,,0,http://digitalimages.ust.hk/gallery2/?p=820,0,post,,0,,Mass Games by EEE Society,Activities,,PAO,a2-490,1994-08-18,STU-EEE-XXX-SM
821,2,2012-08-01 10:16:05,2012-08-01 02:16:05,"[submittedby]PAO
[oldcode]STU-ENG2-XXX-SM
[galleryname]a2-50
[evtype]Lab.
[evtype]Students
[evtype]Activities
[evdate]1995-03-27
[evtitle]Lab Demo and Counters
",Lab Demo and Counters,,publish,open,open,,a2-50,,,2012-08-01 10:16:05,2012-08-01 02:16:05,,0,http://digitalimages.ust.hk/gallery2/?p=821,0,post,,0,,Lab Demo and Counters,Activities,,PAO,a2-50,1995-03-27,STU-ENG2-XXX-SM
822,2,2012-08-01 10:16:09,2012-08-01 02:16:09,"[submittedby]PAO
[oldcode]STU-DAN2-XXX-SM
[galleryname]a2-500
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evdate]1995-05-08
[evtitle]Podium Dance Project by Dancing Society
",Podium Dance Project by Dancing Society,,publish,open,open,,a2-500,,,2012-08-01 10:16:09,2012-08-01 02:16:09,,0,http://digitalimages.ust.hk/gallery2/?p=822,0,post,,0,,Podium Dance Project by Dancing Society,Activities,,PAO,a2-500,1995-05-08,STU-DAN2-XXX-SM
823,2,2012-08-01 10:16:19,2012-08-01 02:16:19,"[submittedby]PAO
[galleryname]a2-510
[evtype]Student Societies
[evtype]Students
[evtype]Activities
[evdate]1993-09-01
[evtitle]Recruitment of Student Societies
",Recruitment of Student Societies,,publish,open,open,,a2-510,,,2012-08-01 10:16:19,2012-08-01 02:16:19,,0,http://digitalimages.ust.hk/gallery2/?p=823,0,post,,0,,Recruitment of Student Societies,Activities,,PAO,a2-510,1993-09-01,
824,2,2012-08-01 10:16:21,2012-08-01 02:16:21,"[submittedby]PAO
[oldcode]STU-BSUMC-XXX-SM
[galleryname]a2-515
[evtype]SU
[evtype]Students
[evtype]Activities
[evdate]1997-09-01
[evtitle]BSU Membership Card
",BSU Membership Card,,publish,open,open,,a2-515,,,2012-08-01 10:16:21,2012-08-01 02:16:21,,0,http://digitalimages.ust.hk/gallery2/?p=824,0,post,,0,,BSU Membership Card,Activities,,PAO,a2-515,1997-09-01,STU-BSUMC-XXX-SM
825,2,2012-08-01 10:16:24,2012-08-01 02:16:24,"[submittedby]PAO
[oldcode]STU-BSU-XXX-SM
[galleryname]a2-520
[evtype]SU
[evtype]Students
[evtype]Activities
[evdate]1995-03-06
[evtitle]Opening Ceremony of Productfolio 95 by BSU
",Opening Ceremony of Productfolio 95 by BSU,,publish,open,open,,a2-520,,,2012-08-01 10:16:24,2012-08-01 02:16:24,,0,http://digitalimages.ust.hk/gallery2/?p=825,0,post,,0,,Opening Ceremony of Productfolio 95 by BSU,Activities,,PAO,a2-520,1995-03-06,STU-BSU-XXX-SM
826,2,2012-08-01 10:16:38,2012-08-01 02:16:38,"[submittedby]PAO
[oldcode]STU-LCAM-XXX-SM
[galleryname]a2-530
[dept]SU
[evtype]Students
[evtype]Activities
[evdate]1995-01-20
[evtitle]University Life Camp by SU
",University Life Camp by SU,,publish,open,open,,a2-530,,,2012-08-01 10:16:38,2012-08-01 02:16:38,,0,http://digitalimages.ust.hk/gallery2/?p=826,0,post,,0,,University Life Camp by SU,Activities,SU,PAO,a2-530,1995-01-20,STU-LCAM-XXX-SM
827,2,2012-08-01 10:16:50,2012-08-01 02:16:50,"[submittedby]PAO
[oldcode]STU-BIOC-DNA-XXX-SM
[galleryname]a2-533
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-22
[evtitle]Biology Summer Camp - DNA Fingerprinting
",Biology Summer Camp - DNA Fingerprinting,,publish,open,open,,a2-533,,,2012-08-01 10:16:50,2012-08-01 02:16:50,,0,http://digitalimages.ust.hk/gallery2/?p=827,0,post,,0,,Biology Summer Camp - DNA Fingerprinting,Activities,,PAO,a2-533,1997-07-22,STU-BIOC-DNA-XXX-SM
828,2,2012-08-01 10:17:05,2012-08-01 02:17:05,"[submittedby]PAO
[oldcode]STU-BIOSLS-XXX-SM
[galleryname]a2-534
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1998-01-10
[evtitle]Biology Summer Camp - Scholarship Presentation Ceremony
",Biology Summer Camp - Scholarship Presentation Ceremony,,publish,open,open,,a2-534,,,2012-08-01 10:17:05,2012-08-01 02:17:05,,0,http://digitalimages.ust.hk/gallery2/?p=828,0,post,,0,,Biology Summer Camp - Scholarship Presentation Ceremony,Activities,,PAO,a2-534,1998-01-10,STU-BIOSLS-XXX-SM
829,2,2012-08-01 10:17:13,2012-08-01 02:17:13,"[submittedby]PAO
[oldcode]STU-BIOC-97_XXX-SM
[galleryname]a2-535
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-21
[evtitle]Biology Summer Camp - Tree Walk
",Biology Summer Camp - Tree Walk,,publish,open,open,,a2-535,,,2012-08-01 10:17:13,2012-08-01 02:17:13,,0,http://digitalimages.ust.hk/gallery2/?p=829,0,post,,0,,Biology Summer Camp - Tree Walk,Activities,,PAO,a2-535,1997-07-21,STU-BIOC-97_XXX-SM
830,2,2012-08-01 10:17:14,2012-08-01 02:17:14,"[submittedby]PAO
[oldcode]STU-SUM-XXX-SM
[galleryname]a2-540
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1995-07-04
[evtitle]Engineering Summer Camp
",Engineering Summer Camp,,publish,open,open,,a2-540,,,2012-08-01 10:17:14,2012-08-01 02:17:14,,0,http://digitalimages.ust.hk/gallery2/?p=830,0,post,,0,,Engineering Summer Camp,Activities,,PAO,a2-540,1995-07-04,STU-SUM-XXX-SM
831,2,2012-08-01 10:17:18,2012-08-01 02:17:18,"[submittedby]PAO
[oldcode]STU-ESC-98-XXX-SM
[galleryname]a2-541
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1998-07-20
[evtitle]Engineering Summer Camp 1998
",Engineering Summer Camp 1998,,publish,open,open,,a2-541,,,2012-08-01 10:17:18,2012-08-01 02:17:18,,0,http://digitalimages.ust.hk/gallery2/?p=831,0,post,,0,,Engineering Summer Camp 1998,Activities,,PAO,a2-541,1998-07-20,STU-ESC-98-XXX-SM
832,2,2012-08-01 10:17:22,2012-08-01 02:17:22,"[submittedby]PAO
[oldcode]STU-SUM1-XXX-SM
[galleryname]a2-550
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1996-07-15
[evtitle]Engineering Summer Camp - Design Competition
",Engineering Summer Camp - Design Competition,,publish,open,open,,a2-550,,,2012-08-01 10:17:22,2012-08-01 02:17:22,,0,http://digitalimages.ust.hk/gallery2/?p=832,0,post,,0,,Engineering Summer Camp - Design Competition,Activities,,PAO,a2-550,1996-07-15,STU-SUM1-XXX-SM
833,2,2012-08-01 10:17:29,2012-08-01 02:17:29,"[submittedby]PAO
[oldcode]STU-ESC-DN-97_XXX-SM
[galleryname]a2-555
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-21
[evtitle]Engineering Summer Camp - Desing Night
",Engineering Summer Camp - Desing Night,,publish,open,open,,a2-555,,,2012-08-01 10:17:29,2012-08-01 02:17:29,,0,http://digitalimages.ust.hk/gallery2/?p=833,0,post,,0,,Engineering Summer Camp - Desing Night,Activities,,PAO,a2-555,1997-07-21,STU-ESC-DN-97_XXX-SM
834,2,2012-08-01 10:17:31,2012-08-01 02:17:31,"[submittedby]PAO
[oldcode]STU-ESC-XXX-SM
[galleryname]a2-560
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1996-07-13
[evtitle]Engineering Summer Camp - Dinner Banquet for women
",Engineering Summer Camp - Dinner Banquet for women,,publish,open,open,,a2-560,,,2012-08-01 10:17:31,2012-08-01 02:17:31,,0,http://digitalimages.ust.hk/gallery2/?p=834,0,post,,0,,Engineering Summer Camp - Dinner Banquet for women,Activities,,PAO,a2-560,1996-07-13,STU-ESC-XXX-SM
835,2,2012-08-01 10:17:42,2012-08-01 02:17:42,"[submittedby]PAO
[oldcode]STU-ESC-97_XXX-SM
[galleryname]a2-565
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-18
[evtitle]Engineering Summer Camp - Industrial Eng. Lab &amp; Civil Eng. Lab
",Engineering Summer Camp - Industrial Eng. Lab &amp; Civil Eng. Lab,,publish,open,open,,a2-565,,,2012-08-01 10:17:42,2012-08-01 02:17:42,,0,http://digitalimages.ust.hk/gallery2/?p=835,0,post,,0,,Engineering Summer Camp - Industrial Eng. Lab &amp; Civil Eng. Lab,Activities,,PAO,a2-565,1997-07-18,STU-ESC-97_XXX-SM
836,2,2012-08-01 10:17:45,2012-08-01 02:17:45,"[submittedby]PAO
[oldcode]STU-ESC-H-97_XXX-SM
[galleryname]a2-566
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-21
[evtitle]Engineering Summer Camp - Work in Hall I
",Engineering Summer Camp - Work in Hall I,,publish,open,open,,a2-566,,,2012-08-01 10:17:45,2012-08-01 02:17:45,,0,http://digitalimages.ust.hk/gallery2/?p=836,0,post,,0,,Engineering Summer Camp - Work in Hall I,Activities,,PAO,a2-566,1997-07-21,STU-ESC-H-97_XXX-SM
837,2,2012-08-01 10:17:46,2012-08-01 02:17:46,"[submittedby]PAO
[oldcode]STU-PHY3-XXX-SM
[galleryname]a2-570
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1996-07-16
[evtitle]Laboratory Session of Physics Summer Camp
",Laboratory Session of Physics Summer Camp,,publish,open,open,,a2-570,,,2012-08-01 10:17:46,2012-08-01 02:17:46,,0,http://digitalimages.ust.hk/gallery2/?p=837,0,post,,0,,Laboratory Session of Physics Summer Camp,Activities,,PAO,a2-570,1996-07-16,STU-PHY3-XXX-SM
838,2,2012-08-01 10:17:52,2012-08-01 02:17:52,"[submittedby]PAO
[oldcode]STU-PHYC-98-XXX-SM
[galleryname]a2-573
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1998-07-14
[evtitle]Physics Summer Camp
",Physics Summer Camp,,publish,open,open,,a2-573,,,2012-08-01 10:17:52,2012-08-01 02:17:52,,0,http://digitalimages.ust.hk/gallery2/?p=838,0,post,,0,,Physics Summer Camp,Activities,,PAO,a2-573,1998-07-14,STU-PHYC-98-XXX-SM
839,2,2012-08-01 10:17:58,2012-08-01 02:17:58,"[submittedby]PAO
[oldcode]STU-PHYS-97_XXX-SM
[galleryname]a2-575
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1997-07-16
[evtitle]Physics Summer Camp - Tour of Labs
",Physics Summer Camp - Tour of Labs,,publish,open,open,,a2-575,,,2012-08-01 10:17:58,2012-08-01 02:17:58,,0,http://digitalimages.ust.hk/gallery2/?p=839,0,post,,0,,Physics Summer Camp - Tour of Labs,Activities,,PAO,a2-575,1997-07-16,STU-PHYS-97_XXX-SM
840,2,2012-08-01 10:18:06,2012-08-01 02:18:06,"[submittedby]PAO
[oldcode]STU-RSA-XXX-SM
[galleryname]a2-580
[evtype]Summer Camp
[evtype]Students
[evtype]Activities
[evdate]1993-07-19
[evtitle]RSA Science Summer Camp 1
",RSA Science Summer Camp 1,,publish,open,open,,a2-580,,,2012-08-01 10:18:06,2012-08-01 02:18:06,,0,http://digitalimages.ust.hk/gallery2/?p=840,0,post,,0,,RSA Science Summer Camp 1,Activities,,PAO,a2-580,1993-07-19,STU-RSA-XXX-SM
841,2,2012-08-01 10:18:18,2012-08-01 02:18:18,"[submittedby]PAO
[oldcode]STU-Eng_SS-XXX-SM
[galleryname]a2-585
[evtype]Summer School
[evtype]Students
[evtype]Activities
[evdate]1998-07-23
[evtitle]English Summer School for F.4/F.6 Students
",English Summer School for F.4/F.6 Students,,publish,open,open,,a2-585,,,2012-08-01 10:18:18,2012-08-01 02:18:18,,0,http://digitalimages.ust.hk/gallery2/?p=841,0,post,,0,,English Summer School for F.4/F.6 Students,Activities,,PAO,a2-585,1998-07-23,STU-Eng_SS-XXX-SM
842,2,2012-08-01 10:18:20,2012-08-01 02:18:20,"[submittedby]PAO
[oldcode]STU-SBM1-XXX-SM
[galleryname]a2-590
[evtype]Summer School
[evtype]Students
[evtype]Activities
[evdate]1996-07-18
[evtitle]SBM Summer School,  Variety Show
","SBM Summer School,  Variety Show",,publish,open,open,,a2-590,,,2012-08-01 10:18:20,2012-08-01 02:18:20,,0,http://digitalimages.ust.hk/gallery2/?p=842,0,post,,0,,"SBM Summer School,  Variety Show",Activities,,PAO,a2-590,1996-07-18,STU-SBM1-XXX-SM
843,2,2012-08-01 10:18:20,2012-08-01 02:18:20,"[submittedby]PAO
[oldcode]STU-CON-XXX-SM
[galleryname]a2-60
[evtype]Music
[evtype]Students
[evtype]Activities
[evdate]1995-09-27
[evtitle]Concert '95 by Universtiy Choir
",Concert '95 by Universtiy Choir,,publish,open,open,,a2-60,,,2012-08-01 10:18:20,2012-08-01 02:18:20,,0,http://digitalimages.ust.hk/gallery2/?p=843,0,post,,0,,Concert '95 by Universtiy Choir,Activities,,PAO,a2-60,1995-09-27,STU-CON-XXX-SM
844,2,2012-08-01 10:18:23,2012-08-01 02:18:23,"[submittedby]PAO
[oldcode]STU-AQU2-XXX-SM
[galleryname]a2-600
[evtype]Swimming
[evtype]Students
[evtype]Activities
[evdate]1994-10-09
[evtitle]Aquatic Meet '94
",Aquatic Meet '94,,publish,open,open,,a2-600,,,2012-08-01 10:18:23,2012-08-01 02:18:23,,0,http://digitalimages.ust.hk/gallery2/?p=844,0,post,,0,,Aquatic Meet '94,Activities,,PAO,a2-600,1994-10-09,STU-AQU2-XXX-SM
845,2,2012-08-01 10:18:29,2012-08-01 02:18:29,"[submittedby]PAO
[oldcode]STU-AQU4-XXX-SM
[galleryname]a2-601
[evtype]Swimming
[evtype]Students
[evtype]Activities
[evdate]1996-10-12
[evtitle]Aquatic Meet '96
",Aquatic Meet '96,,publish,open,open,,a2-601,,,2012-08-01 10:18:29,2012-08-01 02:18:29,,0,http://digitalimages.ust.hk/gallery2/?p=845,0,post,,0,,Aquatic Meet '96,Activities,,PAO,a2-601,1996-10-12,STU-AQU4-XXX-SM
846,2,2012-08-01 10:18:55,2012-08-01 02:18:55,"[submittedby]PAO
[oldcode]STU-AQU98-XXX-SM
[galleryname]a2-602
[evtype]Swimming
[evtype]Students
[evtype]Activities
[evdate]1998-10-10
[evtitle]Aquatic Meet '98
",Aquatic Meet '98,,publish,open,open,,a2-602,,,2012-08-01 10:18:55,2012-08-01 02:18:55,,0,http://digitalimages.ust.hk/gallery2/?p=846,0,post,,0,,Aquatic Meet '98,Activities,,PAO,a2-602,1998-10-10,STU-AQU98-XXX-SM
847,2,2012-08-01 10:18:56,2012-08-01 02:18:56,"[submittedby]PAO
[oldcode]STU-AQU1-XXX-SM
[galleryname]a2-610
[evtype]Swimming
[evtype]Students
[evtype]Activities
[evdate]1993-10-10
[evtitle]First Aquatic Meet
",First Aquatic Meet,,publish,open,open,,a2-610,,,2012-08-01 10:18:56,2012-08-01 02:18:56,,0,http://digitalimages.ust.hk/gallery2/?p=847,0,post,,1,,First Aquatic Meet,Activities,,PAO,a2-610,1993-10-10,STU-AQU1-XXX-SM
